route_id,service_id,trip_id,direction_id,trip_headsign,shape_id
line:204,27_1234313,1961447,0,Université Paul Sabatier,12434
line:204,27_1234313,1961577,0,Université Paul Sabatier,12434
line:204,27_1234313,1961939,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1962012,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1961734,0,Université Paul Sabatier,12434
line:204,27_1234313,1962286,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1962307,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1961218,0,Université Paul Sabatier,12434
line:204,27_1234313,1961904,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1961723,0,Université Paul Sabatier,12434
line:204,27_1234313,1961580,0,Université Paul Sabatier,12434
line:204,27_1234313,1962273,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1962063,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1962195,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1962080,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1961622,0,Université Paul Sabatier,12434
line:204,27_1234313,1961532,0,Université Paul Sabatier,12434
line:204,27_1234313,1961396,0,Université Paul Sabatier,12434
line:204,27_1234313,1961644,0,Université Paul Sabatier,12434
line:204,27_1234313,1961879,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1961989,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1961726,0,Université Paul Sabatier,12434
line:204,27_1234313,1961919,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1961689,0,Université Paul Sabatier,12434
line:204,27_1234313,1961863,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1961481,0,Université Paul Sabatier,12434
line:204,27_1234313,1962169,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1961225,0,Université Paul Sabatier,12434
line:204,27_1234313,1961915,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1961464,0,Université Paul Sabatier,12434
line:204,27_1234313,1961934,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1961661,0,Université Paul Sabatier,12434
line:204,27_1234313,1961958,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1962134,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1961353,0,Université Paul Sabatier,12434
line:204,27_1234313,1961624,0,Université Paul Sabatier,12434
line:204,27_1234313,1961357,0,Université Paul Sabatier,12434
line:204,27_1234313,1961783,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1961673,0,Université Paul Sabatier,12434
line:204,27_1234313,1962238,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1961667,0,Université Paul Sabatier,12434
line:204,27_1234313,1962105,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1962007,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1962001,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1961400,0,Université Paul Sabatier,12434
line:204,27_1234313,1961529,0,Université Paul Sabatier,12434
line:204,27_1234313,1961894,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1961192,0,Université Paul Sabatier,12434
line:204,27_1234313,1962019,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1961228,0,Université Paul Sabatier,12434
line:204,27_1234313,1961695,0,Université Paul Sabatier,12434
line:204,27_1234313,1961969,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1961278,0,Université Paul Sabatier,12434
line:204,27_1234313,1962055,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1962299,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1962192,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1962129,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1962301,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1961176,0,Université Paul Sabatier,12434
line:204,27_1234313,1961930,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1961467,0,Université Paul Sabatier,12434
line:204,27_1234313,1961649,0,Université Paul Sabatier,12434
line:204,27_1234313,1961698,0,Université Paul Sabatier,12434
line:204,27_1234313,1961558,0,Université Paul Sabatier,12434
line:204,27_1234313,1961766,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1961288,0,Université Paul Sabatier,12434
line:204,27_1234313,1961215,0,Université Paul Sabatier,12434
line:204,27_1234313,1961409,0,Université Paul Sabatier,12434
line:204,27_1234313,1961701,0,Université Paul Sabatier,12434
line:204,27_1234313,1961557,0,Université Paul Sabatier,12434
line:204,27_1234313,1962176,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1961238,0,Université Paul Sabatier,12434
line:204,27_1234313,1961204,0,Université Paul Sabatier,12434
line:204,27_1234313,1961888,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1962252,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1961360,0,Université Paul Sabatier,12434
line:204,27_1234313,1962236,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1961752,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1961265,0,Université Paul Sabatier,12434
line:204,27_1234313,1961456,0,Université Paul Sabatier,12434
line:204,27_1234313,1961937,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1961539,0,Université Paul Sabatier,12434
line:204,27_1234313,1962321,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1962214,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1962260,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1961595,0,Université Paul Sabatier,12434
line:204,27_1234313,1961712,0,Université Paul Sabatier,12434
line:204,27_1234313,1961425,0,Université Paul Sabatier,12434
line:204,27_1234313,1961519,0,Université Paul Sabatier,12434
line:204,27_1234313,1961214,0,Université Paul Sabatier,12434
line:204,27_1234313,1961771,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1961700,0,Université Paul Sabatier,12434
line:204,27_1234313,1962053,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1961297,0,Université Paul Sabatier,12434
line:204,27_1234313,1961420,0,Université Paul Sabatier,12434
line:204,27_1234313,1961547,0,Université Paul Sabatier,12434
line:204,27_1234313,1961687,0,Université Paul Sabatier,12434
line:204,27_1234313,1961814,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1962125,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1961379,0,Université Paul Sabatier,12434
line:204,27_1234313,1962224,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1961745,0,Université Paul Sabatier,12434
line:204,27_1234313,1962231,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1962088,1,Oncopole - Lise Enjalbert,12435
